Location,Lat,Lon,Count
"(34.1776, -118.4052)",34.1776,-118.4052,8
"(34.1886, -118.3852)",34.1886,-118.3852,1
"(34.1504, -118.4094)",34.1504,-118.4094,11
"(34.1418, -118.3914)",34.1418,-118.3914,4
"(34.2058, -118.3943)",34.2058,-118.3943,1
"(34.2134, -118.4227)",34.2134,-118.4227,4
"(34.1649, -118.3691)",34.1649,-118.3691,6
"(34.1627, -118.368)",34.1627,-118.368,3
"(34.1733, -118.4031)",34.1733,-118.4031,1
"(34.1684, -118.3992)",34.1684,-118.3992,2
"(34.1523, -118.3664)",34.1523,-118.3664,3
"(34.1567, -118.3678)",34.1567,-118.3678,1
"(34.2199, -118.4154)",34.2199,-118.4154,3
"(34.1576, -118.3932)",34.1576,-118.3932,4
"(34.1649, -118.4105)",34.1649,-118.4105,4
"(34.1482, -118.4138)",34.1482,-118.4138,6
"(34.1468, -118.36)",34.1468,-118.36,1
"(34.1613, -118.3659)",34.1613,-118.3659,2
"(34.1613, -118.3615)",34.1613,-118.3615,8
"(34.1486, -118.379)",34.1486,-118.379,4
"(34.1684, -118.3965)",34.1684,-118.3965,4
"(34.1459, -118.3669)",34.1459,-118.3669,1
"(34.1704, -118.3965)",34.1704,-118.3965,11
"(34.1822, -118.379)",34.1822,-118.379,4
"(34.2158, -118.4089)",34.2158,-118.4089,5
"(34.1687, -118.391)",34.1687,-118.391,1
"(34.1544, -118.3965)",34.1544,-118.3965,7
"(34.1785, -118.3931)",34.1785,-118.3931,1
"(34.1758, -118.3817)",34.1758,-118.3817,6
"(34.1822, -118.3812)",34.1822,-118.3812,1
"(34.1328, -118.3903)",34.1328,-118.3903,7
"(34.1406, -118.3914)",34.1406,-118.3914,2
"(34.1504, -118.3705)",34.1504,-118.3705,3
"(34.1504, -118.3779)",34.1504,-118.3779,3
"(34.1266, -118.3453)",34.1266,-118.3453,3
"(34.2067, -118.3703)",34.2067,-118.3703,8
"(34.1457, -118.3923)",34.1457,-118.3923,3
"(34.1912, -118.4031)",34.1912,-118.4031,3
"(34.2085, -118.367)",34.2085,-118.367,2
"(34.1896, -118.411)",34.1896,-118.411,2
"(34.2012, -118.3621)",34.2012,-118.3621,4
"(34.1758, -118.3866)",34.1758,-118.3866,2
"(34.2147, -118.4173)",34.2147,-118.4173,2
"(34.1549, -118.4138)",34.1549,-118.4138,5
"(34.164, -118.3899)",34.164,-118.3899,1
"(34.1585, -118.3965)",34.1585,-118.3965,5
"(34.2067, -118.3812)",34.2067,-118.3812,4
"(34.1585, -118.4031)",34.1585,-118.4031,1
"(34.17, -118.3741)",34.17,-118.3741,3
"(34.1329, -118.3646)",34.1329,-118.3646,3
"(34.1831, -118.3605)",34.1831,-118.3605,2
"(34.1432, -118.4052)",34.1432,-118.4052,3
"(34.1486, -118.3932)",34.1486,-118.3932,1
"(34.1577, -118.3702)",34.1577,-118.3702,6
"(34.215, -118.4185)",34.215,-118.4185,1
"(34.2158, -118.4107)",34.2158,-118.4107,2
"(34.1366, -118.3432)",34.1366,-118.3432,1
"(34.1784, -118.3965)",34.1784,-118.3965,7
"(34.1976, -118.4235)",34.1976,-118.4235,3
"(34.2134, -118.4246)",34.2134,-118.4246,3
"(34.1994, -118.4094)",34.1994,-118.4094,6
"(34.1245, -118.3441)",34.1245,-118.3441,1
"(34.1285, -118.4068)",34.1285,-118.4068,2
"(34.1776, -118.3878)",34.1776,-118.3878,3
"(34.1486, -118.3779)",34.1486,-118.3779,2
"(34.1619, -118.4052)",34.1619,-118.4052,1
"(34.1433, -118.4052)",34.1433,-118.4052,4
"(34.1556, -118.3703)",34.1556,-118.3703,2
"(34.1649, -118.3643)",34.1649,-118.3643,2
"(34.2199, -118.4202)",34.2199,-118.4202,2
"(34.1619, -118.3746)",34.1619,-118.3746,3
"(34.1994, -118.4203)",34.1994,-118.4203,3
"(34.2168, -118.4227)",34.2168,-118.4227,2
"(34.1687, -118.4052)",34.1687,-118.4052,5
"(34.1557, -118.3696)",34.1557,-118.3696,3
"(34.2012, -118.3747)",34.2012,-118.3747,4
"(34.1831, -118.3626)",34.1831,-118.3626,1
"(34.1858, -118.3834)",34.1858,-118.3834,4
"(34.194, -118.3722)",34.194,-118.3722,2
"(34.1438, -118.4052)",34.1438,-118.4052,3
"(34.1903, -118.3943)",34.1903,-118.3943,6
"(34.1876, -118.4063)",34.1876,-118.4063,1
"(34.1758, -118.3752)",34.1758,-118.3752,3
"(34.1687, -118.3834)",34.1687,-118.3834,1
"(34.2024, -118.3692)",34.2024,-118.3692,1
"(34.1903, -118.3932)",34.1903,-118.3932,2
"(34.1548, -118.3818)",34.1548,-118.3818,1
"(34.1329, -118.3837)",34.1329,-118.3837,1
"(34.1522, -118.3538)",34.1522,-118.3538,1
"(34.2144, -118.4103)",34.2144,-118.4103,2
"(34.1922, -118.3866)",34.1922,-118.3866,3
"(34.129, -118.3468)",34.129,-118.3468,1
"(34.1468, -118.3877)",34.1468,-118.3877,3
"(34.1331, -118.3525)",34.1331,-118.3525,1
"(34.2071, -118.412)",34.2071,-118.412,1
"(34.1888, -118.3921)",34.1888,-118.3921,5
"(34.1569, -118.3793)",34.1569,-118.3793,1
"(34.1613, -118.3987)",34.1613,-118.3987,1
"(34.174, -118.3822)",34.174,-118.3822,3
"(34.1831, -118.4116)",34.1831,-118.4116,4
"(34.2123, -118.4169)",34.2123,-118.4169,2
"(34.1444, -118.4008)",34.1444,-118.4008,1
"(34.16, -118.3774)",34.16,-118.3774,6
"(34.2159, -118.4227)",34.2159,-118.4227,3
"(34.1684, -118.3943)",34.1684,-118.3943,2
"(34.1548, -118.3626)",34.1548,-118.3626,1
"(34.1458, -118.3961)",34.1458,-118.3961,1
"(34.1337, -118.3915)",34.1337,-118.3915,4
"(34.142, -118.4137)",34.142,-118.4137,5
"(34.2025, -118.3834)",34.2025,-118.3834,1
"(34.1577, -118.3855)",34.1577,-118.3855,4
"(34.1776, -118.373)",34.1776,-118.373,2
"(34.1722, -118.4073)",34.1722,-118.4073,1
"(34.1783, -118.364)",34.1783,-118.364,3
"(34.1804, -118.379)",34.1804,-118.379,4
"(34.1813, -118.3987)",34.1813,-118.3987,4
"(34.203, -118.3747)",34.203,-118.3747,3
"(34.1504, -118.3823)",34.1504,-118.3823,6
"(34.1567, -118.3696)",34.1567,-118.3696,4
"(34.1794, -118.4116)",34.1794,-118.4116,4
"(34.1885, -118.3681)",34.1885,-118.3681,1
"(34.1463, -118.3953)",34.1463,-118.3953,3
"(34.1432, -118.3905)",34.1432,-118.3905,3
"(34.2049, -118.3866)",34.2049,-118.3866,2
"(34.1722, -118.3997)",34.1722,-118.3997,5
"(34.1885, -118.3932)",34.1885,-118.3932,3
"(34.1264, -118.3892)",34.1264,-118.3892,2
"(34.1931, -118.4119)",34.1931,-118.4119,3
"(34.1849, -118.3975)",34.1849,-118.3975,2
"(34.1403, -118.3398)",34.1403,-118.3398,1
"(34.1754, -118.3954)",34.1754,-118.3954,1
"(34.2146, -118.4164)",34.2146,-118.4164,1
"(34.1776, -118.3681)",34.1776,-118.3681,2
"(34.1667, -118.3981)",34.1667,-118.3981,1
"(34.1903, -118.3823)",34.1903,-118.3823,1
"(34.1849, -118.3681)",34.1849,-118.3681,1
"(34.1437, -118.3929)",34.1437,-118.3929,4
"(34.1776, -118.3692)",34.1776,-118.3692,1
"(34.2041, -118.3834)",34.2041,-118.3834,1
"(34.1366, -118.3642)",34.1366,-118.3642,2
"(34.1722, -118.3578)",34.1722,-118.3578,1
"(34.1667, -118.3844)",34.1667,-118.3844,1
"(34.1683, -118.4052)",34.1683,-118.4052,4
"(34.1979, -118.4052)",34.1979,-118.4052,1
"(34.219, -118.4174)",34.219,-118.4174,1
"(34.1238, -118.3553)",34.1238,-118.3553,2
"(34.1433, -118.379)",34.1433,-118.379,4
"(34.1704, -118.4052)",34.1704,-118.4052,8
"(34.1886, -118.3812)",34.1886,-118.3812,1
"(34.1722, -118.367)",34.1722,-118.367,5
"(34.1522, -118.3801)",34.1522,-118.3801,1
"(34.1419, -118.4102)",34.1419,-118.4102,4
"(34.1656, -118.375)",34.1656,-118.375,1
"(34.1867, -118.3823)",34.1867,-118.3823,3
"(34.1504, -118.374)",34.1504,-118.374,1
"(34.1767, -118.3703)",34.1767,-118.3703,2
"(34.205, -118.4061)",34.205,-118.4061,7
"(34.2067, -118.3866)",34.2067,-118.3866,2
"(34.1867, -118.3737)",34.1867,-118.3737,5
"(34.1392, -118.3936)",34.1392,-118.3936,1
"(34.1958, -118.3889)",34.1958,-118.3889,1
"(34.1922, -118.4008)",34.1922,-118.4008,4
"(34.1713, -118.4094)",34.1713,-118.4094,1
"(34.2026, -118.4261)",34.2026,-118.4261,2
"(34.2177, -118.4131)",34.2177,-118.4131,1
"(34.1976, -118.4148)",34.1976,-118.4148,1
"(34.1449, -118.4117)",34.1449,-118.4117,5
"(34.1522, -118.3492)",34.1522,-118.3492,1
"(34.1926, -118.403)",34.1926,-118.403,1
"(34.1529, -118.3703)",34.1529,-118.3703,1
"(34.1867, -118.367)",34.1867,-118.367,2
"(34.167, -118.3691)",34.167,-118.3691,3
"(34.1649, -118.3603)",34.1649,-118.3603,4
"(34.124, -118.3445)",34.124,-118.3445,1
"(34.1931, -118.4094)",34.1931,-118.4094,3
"(34.1649, -118.4084)",34.1649,-118.4084,3
"(34.202, -118.3921)",34.202,-118.3921,2
"(34.16, -118.3757)",34.16,-118.3757,2
"(34.1468, -118.3644)",34.1468,-118.3644,1
"(34.1813, -118.3877)",34.1813,-118.3877,2
"(34.1523, -118.3691)",34.1523,-118.3691,2
"(34.1611, -118.3706)",34.1611,-118.3706,1
"(34.1567, -118.3834)",34.1567,-118.3834,2
"(34.2085, -118.3943)",34.2085,-118.3943,2
"(34.1382, -118.3917)",34.1382,-118.3917,5
"(34.1813, -118.3845)",34.1813,-118.3845,1
"(34.1577, -118.3561)",34.1577,-118.3561,2
"(34.1687, -118.3604)",34.1687,-118.3604,2
"(34.1588, -118.3746)",34.1588,-118.3746,1
"(34.1963, -118.4063)",34.1963,-118.4063,1
"(34.1794, -118.3615)",34.1794,-118.3615,17
"(34.1468, -118.3663)",34.1468,-118.3663,1
"(34.203, -118.3646)",34.203,-118.3646,2
"(34.1307, -118.4087)",34.1307,-118.4087,2
"(34.129, -118.3669)",34.129,-118.3669,3
"(34.1813, -118.3746)",34.1813,-118.3746,2
"(34.1696, -118.4094)",34.1696,-118.4094,1
"(34.2137, -118.4099)",34.2137,-118.4099,1
"(34.174, -118.379)",34.174,-118.379,3
"(34.1976, -118.3812)",34.1976,-118.3812,2
"(34.1576, -118.3977)",34.1576,-118.3977,4
"(34.1514, -118.3734)",34.1514,-118.3734,3
"(34.1722, -118.3981)",34.1722,-118.3981,3
"(34.1649, -118.4073)",34.1649,-118.4073,2
"(34.1462, -118.3747)",34.1462,-118.3747,1
"(34.1758, -118.4137)",34.1758,-118.4137,3
"(34.1904, -118.3659)",34.1904,-118.3659,3
"(34.1903, -118.403)",34.1903,-118.403,2
"(34.1985, -118.4149)",34.1985,-118.4149,3
"(34.1903, -118.4063)",34.1903,-118.4063,1
"(34.2048, -118.3801)",34.2048,-118.3801,1
"(34.2103, -118.4144)",34.2103,-118.4144,3
"(34.1776, -118.3703)",34.1776,-118.3703,5
"(34.1577, -118.355)",34.1577,-118.355,2
"(34.174, -118.3691)",34.174,-118.3691,2
"(34.1687, -118.3981)",34.1687,-118.3981,3
"(34.1548, -118.3812)",34.1548,-118.3812,1
"(34.1885, -118.4118)",34.1885,-118.4118,1
"(34.1468, -118.3653)",34.1468,-118.3653,4
"(34.154, -118.3855)",34.154,-118.3855,4
"(34.194, -118.4173)",34.194,-118.4173,2
"(34.2048, -118.3627)",34.2048,-118.3627,1
"(34.1767, -118.3834)",34.1767,-118.3834,3
"(34.174, -118.3626)",34.174,-118.3626,1
"(34.1486, -118.4019)",34.1486,-118.4019,2
"(34.1866, -118.4073)",34.1866,-118.4073,1
"(34.1687, -118.4003)",34.1687,-118.4003,4
"(34.1379, -118.3688)",34.1379,-118.3688,3
"(34.1649, -118.3703)",34.1649,-118.3703,2
"(34.1341, -118.3742)",34.1341,-118.3742,2
"(34.1504, -118.3812)",34.1504,-118.3812,2
"(34.1522, -118.3604)",34.1522,-118.3604,5
"(34.2128, -118.4129)",34.2128,-118.4129,1
"(34.1732, -118.379)",34.1732,-118.379,2
"(34.1704, -118.3899)",34.1704,-118.3899,2
"(34.2094, -118.4161)",34.2094,-118.4161,2
"(34.1236, -118.3752)",34.1236,-118.3752,1
"(34.1903, -118.3727)",34.1903,-118.3727,2
"(34.1684, -118.4041)",34.1684,-118.4041,2
"(34.1504, -118.3484)",34.1504,-118.3484,1
"(34.167, -118.3675)",34.167,-118.3675,1
"(34.1785, -118.4117)",34.1785,-118.4117,1
"(34.2067, -118.379)",34.2067,-118.379,2
"(34.2068, -118.4025)",34.2068,-118.4025,1
"(34.1504, -118.3899)",34.1504,-118.3899,3
"(34.153, -118.375)",34.153,-118.375,3
"(34.2117, -118.4209)",34.2117,-118.4209,1
"(34.1687, -118.4094)",34.1687,-118.4094,5
"(34.2048, -118.3779)",34.2048,-118.3779,3
"(34.1958, -118.4181)",34.1958,-118.4181,2
"(34.1687, -118.3982)",34.1687,-118.3982,4
"(34.1429, -118.3812)",34.1429,-118.3812,1
"(34.1486, -118.3768)",34.1486,-118.3768,2
"(34.1683, -118.4124)",34.1683,-118.4124,3
"(34.1985, -118.4126)",34.1985,-118.4126,2
"(34.1481, -118.3653)",34.1481,-118.3653,2
"(34.1429, -118.3703)",34.1429,-118.3703,3
"(34.166, -118.3789)",34.166,-118.3789,2
"(34.1736, -118.3591)",34.1736,-118.3591,1
"(34.174, -118.3866)",34.174,-118.3866,1
"(34.1813, -118.3722)",34.1813,-118.3722,3
"(34.141, -118.4059)",34.141,-118.4059,1
"(34.1566, -118.3734)",34.1566,-118.3734,2
"(34.2056, -118.4025)",34.2056,-118.4025,2
"(34.2026, -118.3635)",34.2026,-118.3635,1
"(34.1866, -118.4084)",34.1866,-118.4084,1
"(34.1366, -118.3567)",34.1366,-118.3567,1
"(34.1794, -118.3746)",34.1794,-118.3746,1
"(34.1831, -118.4102)",34.1831,-118.4102,1
"(34.2076, -118.3922)",34.2076,-118.3922,1
"(34.1667, -118.3604)",34.1667,-118.3604,1
"(34.1649, -118.3851)",34.1649,-118.3851,1
"(34.163, -118.3706)",34.163,-118.3706,2
"(34.1831, -118.3659)",34.1831,-118.3659,1
"(34.155, -118.4052)",34.155,-118.4052,2
"(34.1618, -118.368)",34.1618,-118.368,2
"(34.1613, -118.3593)",34.1613,-118.3593,2
"(34.1306, -118.3866)",34.1306,-118.3866,1
"(34.1354, -118.3452)",34.1354,-118.3452,1
"(34.1424, -118.4052)",34.1424,-118.4052,1
"(34.2174, -118.4139)",34.2174,-118.4139,4
"(34.1649, -118.4008)",34.1649,-118.4008,3
"(34.1774, -118.3615)",34.1774,-118.3615,2
"(34.153, -118.3674)",34.153,-118.3674,1
"(34.1437, -118.3614)",34.1437,-118.3614,1
"(34.17, -118.3719)",34.17,-118.3719,1
"(34.1959, -118.391)",34.1959,-118.391,4
"(34.1649, -118.4064)",34.1649,-118.4064,2
"(34.1831, -118.4084)",34.1831,-118.4084,2
"(34.203, -118.3779)",34.203,-118.3779,2
"(34.1735, -118.358)",34.1735,-118.358,1
"(34.1976, -118.4159)",34.1976,-118.4159,1
"(34.1535, -118.3677)",34.1535,-118.3677,1
"(34.1504, -118.4214)",34.1504,-118.4214,1
"(34.1441, -118.3929)",34.1441,-118.3929,2
"(34.2003, -118.4247)",34.2003,-118.4247,1
"(34.1622, -118.39)",34.1622,-118.39,1
"(34.193, -118.3889)",34.193,-118.3889,1
"(34.1053, -118.324)",34.1053,-118.324,1
"(34.207, -118.4261)",34.207,-118.4261,1
"(34.1391, -118.396)",34.1391,-118.396,2
"(34.1785, -118.3812)",34.1785,-118.3812,2
"(34.1417, -118.3969)",34.1417,-118.3969,2
"(34.1549, -118.3877)",34.1549,-118.3877,2
"(34.1379, -118.3956)",34.1379,-118.3956,1
"(34.1238, -118.347)",34.1238,-118.347,1
"(34.1425, -118.3972)",34.1425,-118.3972,2
"(34.1275, -118.3543)",34.1275,-118.3543,3
"(34.1631, -118.4041)",34.1631,-118.4041,1
"(34.1235, -118.4002)",34.1235,-118.4002,1
"(34.1785, -118.3834)",34.1785,-118.3834,1
"(34.1613, -118.3921)",34.1613,-118.3921,1
"(34.1522, -118.3571)",34.1522,-118.3571,6
"(34.1767, -118.3768)",34.1767,-118.3768,1
"(34.1638, -118.4087)",34.1638,-118.4087,6
"(34.155, -118.4028)",34.155,-118.4028,2
"(34.1382, -118.3626)",34.1382,-118.3626,2
"(34.2026, -118.3845)",34.2026,-118.3845,1
"(34.1375, -118.3847)",34.1375,-118.3847,1
"(34.1534, -118.3615)",34.1534,-118.3615,1
"(34.1649, -118.4063)",34.1649,-118.4063,2
"(34.1504, -118.3801)",34.1504,-118.3801,3
"(34.1929, -118.4208)",34.1929,-118.4208,2
"(34.1813, -118.3834)",34.1813,-118.3834,2
"(34.2158, -118.416)",34.2158,-118.416,2
"(34.1249, -118.3449)",34.1249,-118.3449,1
"(34.1474, -118.355)",34.1474,-118.355,1
"(34.1568, -118.4052)",34.1568,-118.4052,1
"(34.174, -118.3763)",34.174,-118.3763,1
"(34.1414, -118.3917)",34.1414,-118.3917,1
"(34.1873, -118.403)",34.1873,-118.403,2
"(34.1866, -118.4117)",34.1866,-118.4117,2
"(34.2122, -118.4128)",34.2122,-118.4128,1
"(34.1898, -118.4179)",34.1898,-118.4179,1
"(34.164, -118.3943)",34.164,-118.3943,2
"(34.1471, -118.3703)",34.1471,-118.3703,1
"(34.2103, -118.4124)",34.2103,-118.4124,1
"(34.2049, -118.3823)",34.2049,-118.3823,2
"(34.2167, -118.4135)",34.2167,-118.4135,1
"(34.1636, -118.3681)",34.1636,-118.3681,1
"(34.2158, -118.417)",34.2158,-118.417,1
"(34.2097, -118.4217)",34.2097,-118.4217,1
"(34.1683, -118.4084)",34.1683,-118.4084,2
"(34.2048, -118.3905)",34.2048,-118.3905,1
"(34.1348, -118.3671)",34.1348,-118.3671,1
"(34.1994, -118.4006)",34.1994,-118.4006,1
"(34.171, -118.3834)",34.171,-118.3834,1
"(34.1484, -118.3475)",34.1484,-118.3475,1
"(34.191, -118.3692)",34.191,-118.3692,1
"(34.1522, -118.3877)",34.1522,-118.3877,1
"(34.1885, -118.367)",34.1885,-118.367,1
"(34.1794, -118.403)",34.1794,-118.403,1
"(34.1416, -118.4086)",34.1416,-118.4086,2
"(34.1622, -118.4094)",34.1622,-118.4094,1
"(34.2189, -118.4217)",34.2189,-118.4217,1
"(34.1486, -118.4008)",34.1486,-118.4008,1
"(34.1722, -118.3637)",34.1722,-118.3637,3
"(34.124, -118.347)",34.124,-118.347,1
"(34.1317, -118.3806)",34.1317,-118.3806,1
"(34.1758, -118.362)",34.1758,-118.362,2
"(34.1455, -118.3866)",34.1455,-118.3866,1
"(34.2002, -118.4256)",34.2002,-118.4256,1
"(34.1591, -118.3521)",34.1591,-118.3521,1
"(34.1504, -118.356)",34.1504,-118.356,1
"(34.1713, -118.3822)",34.1713,-118.3822,1
"(34.1705, -118.3822)",34.1705,-118.3822,3
"(34.1704, -118.4111)",34.1704,-118.4111,2
"(34.154, -118.3648)",34.154,-118.3648,2
"(34.1577, -118.3515)",34.1577,-118.3515,1
"(34.1687, -118.3686)",34.1687,-118.3686,1
"(34.1504, -118.3921)",34.1504,-118.3921,2
"(34.1459, -118.3656)",34.1459,-118.3656,1
"(34.1536, -118.3755)",34.1536,-118.3755,2
"(34.1387, -118.3818)",34.1387,-118.3818,1
"(34.1577, -118.3757)",34.1577,-118.3757,4
"(34.1811, -118.3965)",34.1811,-118.3965,1
"(34.1586, -118.3877)",34.1586,-118.3877,1
"(34.1687, -118.3594)",34.1687,-118.3594,1
"(34.1475, -118.3921)",34.1475,-118.3921,1
"(34.1468, -118.4041)",34.1468,-118.4041,1
"(34.1759, -118.3583)",34.1759,-118.3583,1
"(34.1849, -118.4128)",34.1849,-118.4128,1
"(34.1803, -118.4105)",34.1803,-118.4105,2
"(34.1758, -118.3637)",34.1758,-118.3637,2
"(34.2127, -118.4168)",34.2127,-118.4168,1
"(34.1749, -118.4094)",34.1749,-118.4094,2
"(34.1776, -118.3746)",34.1776,-118.3746,4
"(34.2182, -118.4174)",34.2182,-118.4174,1
"(34.1306, -118.3716)",34.1306,-118.3716,2
"(34.1876, -118.3834)",34.1876,-118.3834,1
"(34.1372, -118.4008)",34.1372,-118.4008,1
"(34.1831, -118.3846)",34.1831,-118.3846,1
"(34.2181, -118.4121)",34.2181,-118.4121,1
"(34.2073, -118.3989)",34.2073,-118.3989,1
"(34.1949, -118.4063)",34.1949,-118.4063,2
"(34.1608, -118.3745)",34.1608,-118.3745,3
"(34.1631, -118.4008)",34.1631,-118.4008,2
"(34.1598, -118.3746)",34.1598,-118.3746,1
"(34.1831, -118.391)",34.1831,-118.391,1
"(34.2055, -118.4138)",34.2055,-118.4138,1
"(34.1406, -118.4137)",34.1406,-118.4137,4
"(34.195, -118.4165)",34.195,-118.4165,2
"(34.2087, -118.4101)",34.2087,-118.4101,1
"(34.159, -118.3659)",34.159,-118.3659,1
"(34.2012, -118.416)",34.2012,-118.416,1
"(34.1379, -118.3628)",34.1379,-118.3628,1
"(34.1745, -118.4019)",34.1745,-118.4019,1
"(34.1504, -118.4171)",34.1504,-118.4171,2
"(34.2115, -118.4117)",34.2115,-118.4117,1
"(34.1392, -118.4135)",34.1392,-118.4135,1
"(34.18, -118.3589)",34.18,-118.3589,1
"(34.1333, -118.3696)",34.1333,-118.3696,1
"(34.154, -118.4063)",34.154,-118.4063,1
"(34.1731, -118.4134)",34.1731,-118.4134,1
"(34.1196, -118.3527)",34.1196,-118.3527,1
"(34.2088, -118.4092)",34.2088,-118.4092,1
"(34.1472, -118.3747)",34.1472,-118.3747,1
"(34.1899, -118.4188)",34.1899,-118.4188,1
"(34.123, -118.3467)",34.123,-118.3467,1
"(34.1687, -118.3646)",34.1687,-118.3646,1
"(34.1722, -118.3987)",34.1722,-118.3987,2
"(34.1372, -118.364)",34.1372,-118.364,2
"(34.2174, -118.4189)",34.2174,-118.4189,1
"(34.2012, -118.3855)",34.2012,-118.3855,3
"(34.1576, -118.3997)",34.1576,-118.3997,2
"(34.1763, -118.3943)",34.1763,-118.3943,1
"(34.1794, -118.3649)",34.1794,-118.3649,2
"(34.2137, -118.4144)",34.2137,-118.4144,1
"(34.2095, -118.4208)",34.2095,-118.4208,2
"(34.1479, -118.3867)",34.1479,-118.3867,1
"(34.1976, -118.4193)",34.1976,-118.4193,3
"(34.1381, -118.3879)",34.1381,-118.3879,2
"(34.1525, -118.3171)",34.1525,-118.3171,2
"(34.1849, -118.391)",34.1849,-118.391,1
"(34.1622, -118.3877)",34.1622,-118.3877,2
"(34.1885, -118.4127)",34.1885,-118.4127,1
"(34.1268, -118.3523)",34.1268,-118.3523,2
"(34.174, -118.3719)",34.174,-118.3719,1
"(34.1467, -118.3976)",34.1467,-118.3976,3
"(34.1264, -118.3768)",34.1264,-118.3768,2
"(34.1867, -118.3851)",34.1867,-118.3851,1
"(34.1276, -118.3509)",34.1276,-118.3509,1
"(34.1223, -118.3563)",34.1223,-118.3563,2
"(34.1337, -118.3904)",34.1337,-118.3904,2
"(34.2085, -118.4002)",34.2085,-118.4002,1
"(34.2012, -118.3911)",34.2012,-118.3911,1
"(34.1234, -118.3448)",34.1234,-118.3448,2
"(34.1486, -118.3921)",34.1486,-118.3921,2
"(34.1959, -118.3943)",34.1959,-118.3943,4
"(34.1705, -118.3571)",34.1705,-118.3571,1
"(34.1931, -118.4127)",34.1931,-118.4127,1
"(34.1354, -118.3451)",34.1354,-118.3451,1
"(34.1613, -118.3855)",34.1613,-118.3855,1
"(34.1683, -118.4094)",34.1683,-118.4094,3
"(34.2048, -118.3692)",34.2048,-118.3692,2
"(34.1276, -118.3902)",34.1276,-118.3902,2
"(34.1858, -118.3859)",34.1858,-118.3859,2
"(34.1468, -118.4073)",34.1468,-118.4073,1
"(34.1493, -118.4181)",34.1493,-118.4181,1
"(34.1368, -118.3863)",34.1368,-118.3863,1
"(34.1867, -118.36)",34.1867,-118.36,1
"(34.1416, -118.4031)",34.1416,-118.4031,1
"(34.191, -118.4148)",34.191,-118.4148,1
"(34.1687, -118.399)",34.1687,-118.399,1
"(34.1504, -118.4181)",34.1504,-118.4181,1
"(34.1722, -118.3954)",34.1722,-118.3954,3
"(34.2049, -118.3943)",34.2049,-118.3943,1
"(34.1776, -118.3659)",34.1776,-118.3659,1
"(34.1831, -118.3823)",34.1831,-118.3823,2
"(34.1831, -118.3722)",34.1831,-118.3722,1
"(34.1712, -118.4052)",34.1712,-118.4052,1
"(34.1481, -118.3746)",34.1481,-118.3746,1
"(34.1774, -118.3999)",34.1774,-118.3999,1
"(34.1504, -118.3866)",34.1504,-118.3866,1
"(34.1758, -118.4073)",34.1758,-118.4073,1
"(34.1613, -118.4052)",34.1613,-118.4052,2
"(34.194, -118.3731)",34.194,-118.3731,2
"(34.209, -118.4177)",34.209,-118.4177,2
"(34.1903, -118.3845)",34.1903,-118.3845,4
"(34.1831, -118.403)",34.1831,-118.403,1
"(34.1386, -118.3806)",34.1386,-118.3806,2
"(34.1541, -118.379)",34.1541,-118.379,1
"(34.2183, -118.4144)",34.2183,-118.4144,1
"(34.1504, -118.4192)",34.1504,-118.4192,2
"(34.1958, -118.4126)",34.1958,-118.4126,1
"(34.1668, -118.4052)",34.1668,-118.4052,2
"(34.1533, -118.3677)",34.1533,-118.3677,2
"(34.2169, -118.4155)",34.2169,-118.4155,1
"(34.1439, -118.3979)",34.1439,-118.3979,1
"(34.1918, -118.3716)",34.1918,-118.3716,1
"(34.1496, -118.3658)",34.1496,-118.3658,3
"(34.1531, -118.3615)",34.1531,-118.3615,1
"(34.154, -118.3571)",34.154,-118.3571,1
"(34.1722, -118.3771)",34.1722,-118.3771,1
"(34.2003, -118.4235)",34.2003,-118.4235,1
"(34.2067, -118.3845)",34.2067,-118.3845,4
"(34.1377, -118.3628)",34.1377,-118.3628,1
"(34.1697, -118.3834)",34.1697,-118.3834,1
"(34.1867, -118.372)",34.1867,-118.372,1
"(34.1886, -118.4041)",34.1886,-118.4041,2
"(34.2108, -118.4096)",34.2108,-118.4096,1
"(34.191, -118.4119)",34.191,-118.4119,2
"(34.1667, -118.3916)",34.1667,-118.3916,1
"(34.194, -118.3801)",34.194,-118.3801,3
"(34.2158, -118.4112)",34.2158,-118.4112,1
"(34.134, -118.3454)",34.134,-118.3454,1
"(34.2078, -118.4204)",34.2078,-118.4204,1
"(34.1577, -118.3763)",34.1577,-118.3763,2
"(34.1758, -118.3833)",34.1758,-118.3833,1
"(34.1577, -118.3637)",34.1577,-118.3637,1
"(34.1549, -118.3834)",34.1549,-118.3834,1
"(34.1522, -118.4138)",34.1522,-118.4138,1
"(34.1601, -118.3717)",34.1601,-118.3717,1
"(34.1333, -118.3438)",34.1333,-118.3438,1
"(34.1885, -118.3943)",34.1885,-118.3943,3
"(34.1849, -118.412)",34.1849,-118.412,2
"(34.1594, -118.4077)",34.1594,-118.4077,1
"(34.2054, -118.3965)",34.2054,-118.3965,1
"(34.1869, -118.4063)",34.1869,-118.4063,1
"(34.1687, -118.4139)",34.1687,-118.4139,1
"(34.1378, -118.3703)",34.1378,-118.3703,1
"(34.1985, -118.4073)",34.1985,-118.4073,1
"(34.1522, -118.3987)",34.1522,-118.3987,1
"(34.1545, -118.3734)",34.1545,-118.3734,1
"(34.1595, -118.3877)",34.1595,-118.3877,1
