Location,Lat,Lon,Count
"(34.1441, -118.362)",34.1441,-118.362,4
"(34.1504, -118.379)",34.1504,-118.379,27
"(34.1903, -118.3987)",34.1903,-118.3987,3
"(34.1421, -118.3703)",34.1421,-118.3703,25
"(34.1722, -118.3752)",34.1722,-118.3752,12
"(34.194, -118.3921)",34.194,-118.3921,20
"(34.1548, -118.3615)",34.1548,-118.3615,8
"(34.1922, -118.3845)",34.1922,-118.3845,2
"(34.1794, -118.3712)",34.1794,-118.3712,3
"(34.1504, -118.3593)",34.1504,-118.3593,2
"(34.1513, -118.3664)",34.1513,-118.3664,3
"(34.1326, -118.3817)",34.1326,-118.3817,1
"(34.1922, -118.4063)",34.1922,-118.4063,1
"(34.1966, -118.4009)",34.1966,-118.4009,3
"(34.175, -118.3822)",34.175,-118.3822,2
"(34.1558, -118.4138)",34.1558,-118.4138,5
"(34.2085, -118.3823)",34.2085,-118.3823,2
"(34.2012, -118.3921)",34.2012,-118.3921,7
"(34.1976, -118.3889)",34.1976,-118.3889,6
"(34.194, -118.3834)",34.194,-118.3834,12
"(34.1372, -118.3633)",34.1372,-118.3633,24
"(34.1271, -118.3457)",34.1271,-118.3457,19
"(34.1588, -118.3709)",34.1588,-118.3709,7
"(34.1885, -118.4137)",34.1885,-118.4137,8
"(34.1437, -118.4074)",34.1437,-118.4074,2
"(34.1959, -118.3954)",34.1959,-118.3954,3
"(34.1636, -118.3659)",34.1636,-118.3659,2
"(34.194, -118.3746)",34.194,-118.3746,9
"(34.1904, -118.4148)",34.1904,-118.4148,7
"(34.1567, -118.3637)",34.1567,-118.3637,2
"(34.1649, -118.4019)",34.1649,-118.4019,23
"(34.1758, -118.3877)",34.1758,-118.3877,6
"(34.1794, -118.3878)",34.1794,-118.3878,9
"(34.2048, -118.3681)",34.2048,-118.3681,2
"(34.1867, -118.3778)",34.1867,-118.3778,3
"(34.166, -118.3703)",34.166,-118.3703,5
"(34.1414, -118.3686)",34.1414,-118.3686,2
"(34.1867, -118.3899)",34.1867,-118.3899,14
"(34.1687, -118.3943)",34.1687,-118.3943,1
"(34.154, -118.4052)",34.154,-118.4052,7
"(34.1813, -118.379)",34.1813,-118.379,9
"(34.194, -118.3878)",34.194,-118.3878,8
"(34.1867, -118.3812)",34.1867,-118.3812,4
"(34.1921, -118.3943)",34.1921,-118.3943,4
"(34.2076, -118.3943)",34.2076,-118.3943,2
"(34.1689, -118.379)",34.1689,-118.379,11
"(34.1681, -118.3724)",34.1681,-118.3724,3
"(34.1722, -118.3866)",34.1722,-118.3866,20
"(34.1284, -118.3496)",34.1284,-118.3496,4
"(34.1546, -118.379)",34.1546,-118.379,1
"(34.194, -118.4073)",34.194,-118.4073,3
"(34.1559, -118.3615)",34.1559,-118.3615,3
"(34.137, -118.3714)",34.137,-118.3714,5
"(34.1649, -118.3593)",34.1649,-118.3593,3
"(34.202, -118.405)",34.202,-118.405,7
"(34.1985, -118.3921)",34.1985,-118.3921,8
"(34.1888, -118.3877)",34.1888,-118.3877,7
"(34.1456, -118.3877)",34.1456,-118.3877,4
"(34.1522, -118.3593)",34.1522,-118.3593,3
"(34.1589, -118.3742)",34.1589,-118.3742,35
"(34.1758, -118.4052)",34.1758,-118.4052,6
"(34.1722, -118.3719)",34.1722,-118.3719,10
"(34.1504, -118.3734)",34.1504,-118.3734,6
"(34.1576, -118.3911)",34.1576,-118.3911,3
"(34.1636, -118.3704)",34.1636,-118.3704,5
"(34.2036, -118.3833)",34.2036,-118.3833,12
"(34.1379, -118.364)",34.1379,-118.364,8
"(34.1389, -118.3416)",34.1389,-118.3416,12
"(34.1649, -118.3828)",34.1649,-118.3828,3
"(34.2029, -118.3664)",34.2029,-118.3664,7
"(34.1621, -118.3704)",34.1621,-118.3704,6
"(34.1649, -118.3845)",34.1649,-118.3845,14
"(34.1795, -118.3731)",34.1795,-118.3731,3
"(34.1722, -118.3834)",34.1722,-118.3834,6
"(34.194, -118.3954)",34.194,-118.3954,8
"(34.1504, -118.3987)",34.1504,-118.3987,3
"(34.1794, -118.3866)",34.1794,-118.3866,7
"(34.1525, -118.3703)",34.1525,-118.3703,8
"(34.1567, -118.3648)",34.1567,-118.3648,2
"(34.1976, -118.391)",34.1976,-118.391,4
"(34.1722, -118.3648)",34.1722,-118.3648,14
"(34.1867, -118.3615)",34.1867,-118.3615,1
"(34.1795, -118.3722)",34.1795,-118.3722,2
"(34.1537, -118.379)",34.1537,-118.379,4
"(34.1684, -118.3877)",34.1684,-118.3877,12
"(34.1649, -118.3877)",34.1649,-118.3877,33
"(34.2085, -118.3648)",34.2085,-118.3648,1
"(34.1867, -118.3865)",34.1867,-118.3865,13
"(34.1584, -118.3757)",34.1584,-118.3757,4
"(34.154, -118.3877)",34.154,-118.3877,10
"(34.1592, -118.3757)",34.1592,-118.3757,2
"(34.1558, -118.4052)",34.1558,-118.4052,8
"(34.1649, -118.375)",34.1649,-118.375,13
"(34.2159, -118.4207)",34.2159,-118.4207,8
"(34.1419, -118.3609)",34.1419,-118.3609,13
"(34.175, -118.3807)",34.175,-118.3807,4
"(34.1949, -118.4073)",34.1949,-118.4073,2
"(34.1522, -118.3506)",34.1522,-118.3506,13
"(34.1523, -118.3648)",34.1523,-118.3648,5
"(34.131, -118.3452)",34.131,-118.3452,17
"(34.1396, -118.3938)",34.1396,-118.3938,8
"(34.175, -118.3812)",34.175,-118.3812,1
"(34.17, -118.3743)",34.17,-118.3743,5
"(34.1481, -118.3663)",34.1481,-118.3663,4
"(34.1504, -118.3527)",34.1504,-118.3527,1
"(34.1689, -118.377)",34.1689,-118.377,8
"(34.1406, -118.4005)",34.1406,-118.4005,2
"(34.161, -118.4052)",34.161,-118.4052,2
"(34.1885, -118.4138)",34.1885,-118.4138,6
"(34.164, -118.3965)",34.164,-118.3965,14
"(34.1234, -118.3757)",34.1234,-118.3757,4
"(34.1631, -118.4052)",34.1631,-118.4052,1
"(34.1849, -118.4137)",34.1849,-118.4137,9
"(34.2066, -118.3666)",34.2066,-118.3666,2
"(34.1681, -118.379)",34.1681,-118.379,17
"(34.1504, -118.3976)",34.1504,-118.3976,4
"(34.1467, -118.3987)",34.1467,-118.3987,1
"(34.2012, -118.3812)",34.2012,-118.3812,4
"(34.1849, -118.3867)",34.1849,-118.3867,7
"(34.194, -118.39)",34.194,-118.39,6
"(34.1886, -118.3834)",34.1886,-118.3834,3
"(34.1831, -118.3703)",34.1831,-118.3703,10
"(34.1867, -118.3659)",34.1867,-118.3659,10
"(34.1794, -118.3659)",34.1794,-118.3659,2
"(34.1577, -118.3659)",34.1577,-118.3659,8
"(34.1468, -118.4052)",34.1468,-118.4052,8
"(34.1649, -118.3899)",34.1649,-118.3899,10
"(34.1813, -118.3899)",34.1813,-118.3899,1
"(34.1537, -118.3637)",34.1537,-118.3637,1
"(34.1433, -118.3616)",34.1433,-118.3616,18
"(34.1631, -118.3965)",34.1631,-118.3965,4
"(34.1303, -118.35)",34.1303,-118.35,10
"(34.1504, -118.4041)",34.1504,-118.4041,2
"(34.1409, -118.3713)",34.1409,-118.3713,31
"(34.1722, -118.3686)",34.1722,-118.3686,4
"(34.195, -118.4148)",34.195,-118.4148,4
"(34.1926, -118.4041)",34.1926,-118.4041,3
"(34.2023, -118.3658)",34.2023,-118.3658,2
"(34.1558, -118.3855)",34.1558,-118.3855,1
"(34.1911, -118.3718)",34.1911,-118.3718,2
"(34.1722, -118.3932)",34.1722,-118.3932,6
"(34.1815, -118.3965)",34.1815,-118.3965,3
"(34.1785, -118.3828)",34.1785,-118.3828,7
"(34.1922, -118.379)",34.1922,-118.379,5
"(34.174, -118.3807)",34.174,-118.3807,8
"(34.1403, -118.3848)",34.1403,-118.3848,26
"(34.1649, -118.4052)",34.1649,-118.4052,20
"(34.1722, -118.3822)",34.1722,-118.3822,10
"(34.2074, -118.4182)",34.2074,-118.4182,26
"(34.2048, -118.3921)",34.2048,-118.3921,7
"(34.165, -118.356)",34.165,-118.356,1
"(34.1529, -118.3673)",34.1529,-118.3673,1
"(34.1369, -118.3858)",34.1369,-118.3858,15
"(34.1493, -118.3703)",34.1493,-118.3703,7
"(34.1358, -118.4076)",34.1358,-118.4076,1
"(34.1504, -118.4073)",34.1504,-118.4073,3
"(34.1504, -118.3658)",34.1504,-118.3658,13
"(34.1391, -118.3621)",34.1391,-118.3621,7
"(34.1631, -118.3627)",34.1631,-118.3627,1
"(34.1722, -118.4132)",34.1722,-118.4132,9
"(34.2069, -118.363)",34.2069,-118.363,1
"(34.194, -118.3823)",34.194,-118.3823,4
"(34.174, -118.3801)",34.174,-118.3801,2
"(34.1627, -118.3659)",34.1627,-118.3659,2
"(34.1459, -118.3631)",34.1459,-118.3631,2
"(34.1959, -118.39)",34.1959,-118.39,2
"(34.1722, -118.3855)",34.1722,-118.3855,5
"(34.13, -118.3512)",34.13,-118.3512,4
"(34.1608, -118.3774)",34.1608,-118.3774,2
"(34.17, -118.373)",34.17,-118.373,2
"(34.1595, -118.3615)",34.1595,-118.3615,9
"(34.1659, -118.3877)",34.1659,-118.3877,4
"(34.1831, -118.4137)",34.1831,-118.4137,8
"(34.1556, -118.369)",34.1556,-118.369,5
"(34.2067, -118.3769)",34.2067,-118.3769,2
"(34.1591, -118.3703)",34.1591,-118.3703,7
"(34.1237, -118.3428)",34.1237,-118.3428,1
"(34.1667, -118.3922)",34.1667,-118.3922,2
"(34.183, -118.3965)",34.183,-118.3965,17
"(34.2085, -118.3747)",34.2085,-118.3747,6
"(34.1867, -118.3681)",34.1867,-118.3681,16
"(34.1468, -118.379)",34.1468,-118.379,4
"(34.142, -118.3614)",34.142,-118.3614,3
"(34.2085, -118.4023)",34.2085,-118.4023,4
"(34.1576, -118.3987)",34.1576,-118.3987,5
"(34.2055, -118.4182)",34.2055,-118.4182,3
"(34.1987, -118.4238)",34.1987,-118.4238,3
"(34.1504, -118.3636)",34.1504,-118.3636,5
"(34.1609, -118.3681)",34.1609,-118.3681,2
"(34.1903, -118.3779)",34.1903,-118.3779,2
"(34.1976, -118.3878)",34.1976,-118.3878,11
"(34.1921, -118.3877)",34.1921,-118.3877,8
"(34.2049, -118.3812)",34.2049,-118.3812,1
"(34.1976, -118.4181)",34.1976,-118.4181,4
"(34.1976, -118.3921)",34.1976,-118.3921,5
"(34.1548, -118.3685)",34.1548,-118.3685,2
"(34.164, -118.3706)",34.164,-118.3706,3
"(34.1831, -118.3681)",34.1831,-118.3681,4
"(34.2199, -118.4207)",34.2199,-118.4207,5
"(34.1586, -118.3834)",34.1586,-118.3834,2
"(34.1558, -118.3965)",34.1558,-118.3965,16
"(34.1289, -118.3754)",34.1289,-118.3754,2
"(34.1776, -118.379)",34.1776,-118.379,16
"(34.1445, -118.3876)",34.1445,-118.3876,2
"(34.1704, -118.3992)",34.1704,-118.3992,1
"(34.1608, -118.3757)",34.1608,-118.3757,7
"(34.1976, -118.4225)",34.1976,-118.4225,16
"(34.1545, -118.3703)",34.1545,-118.3703,10
"(34.1829, -118.365)",34.1829,-118.365,3
"(34.154, -118.3943)",34.154,-118.3943,3
"(34.1613, -118.3637)",34.1613,-118.3637,1
"(34.2067, -118.4247)",34.2067,-118.4247,7
"(34.1722, -118.4031)",34.1722,-118.4031,10
"(34.1873, -118.4041)",34.1873,-118.4041,2
"(34.1704, -118.3981)",34.1704,-118.3981,1
"(34.175, -118.379)",34.175,-118.379,6
"(34.1365, -118.3854)",34.1365,-118.3854,1
"(34.1447, -118.4097)",34.1447,-118.4097,12
"(34.1502, -118.3281)",34.1502,-118.3281,4
"(34.1722, -118.3763)",34.1722,-118.3763,11
"(34.167, -118.379)",34.167,-118.379,4
"(34.203, -118.379)",34.203,-118.379,8
"(34.2085, -118.3834)",34.2085,-118.3834,3
"(34.1687, -118.4019)",34.1687,-118.4019,4
"(34.1601, -118.3706)",34.1601,-118.3706,1
"(34.121, -118.3454)",34.121,-118.3454,1
"(34.1687, -118.4138)",34.1687,-118.4138,2
"(34.2067, -118.3921)",34.2067,-118.3921,1
"(34.1794, -118.3976)",34.1794,-118.3976,8
"(34.1779, -118.3586)",34.1779,-118.3586,1
"(34.1681, -118.3675)",34.1681,-118.3675,4
"(34.1976, -118.4073)",34.1976,-118.4073,4
"(34.2022, -118.3725)",34.2022,-118.3725,1
"(34.1758, -118.3719)",34.1758,-118.3719,3
"(34.2094, -118.4204)",34.2094,-118.4204,3
"(34.2039, -118.3747)",34.2039,-118.3747,4
"(34.1481, -118.3703)",34.1481,-118.3703,9
"(34.1256, -118.3788)",34.1256,-118.3788,5
"(34.194, -118.4023)",34.194,-118.4023,1
"(34.1758, -118.3648)",34.1758,-118.3648,1
"(34.1504, -118.3712)",34.1504,-118.3712,8
"(34.1904, -118.409)",34.1904,-118.409,4
"(34.1649, -118.412)",34.1649,-118.412,2
"(34.1407, -118.3722)",34.1407,-118.3722,2
"(34.1993, -118.4181)",34.1993,-118.4181,4
"(34.2012, -118.3733)",34.2012,-118.3733,3
"(34.164, -118.3877)",34.164,-118.3877,4
"(34.145, -118.3747)",34.145,-118.3747,5
"(34.1518, -118.4138)",34.1518,-118.4138,5
"(34.1904, -118.4081)",34.1904,-118.4081,3
"(34.1504, -118.3769)",34.1504,-118.3769,5
"(34.1576, -118.3921)",34.1576,-118.3921,3
"(34.1831, -118.3812)",34.1831,-118.3812,3
"(34.174, -118.3681)",34.174,-118.3681,2
"(34.1463, -118.4138)",34.1463,-118.4138,2
"(34.193, -118.39)",34.193,-118.39,3
"(34.2012, -118.4035)",34.2012,-118.4035,8
"(34.1486, -118.3877)",34.1486,-118.3877,6
"(34.2048, -118.3747)",34.2048,-118.3747,3
"(34.1722, -118.391)",34.1722,-118.391,7
"(34.1545, -118.3763)",34.1545,-118.3763,5
"(34.1903, -118.3768)",34.1903,-118.3768,2
"(34.2076, -118.3791)",34.2076,-118.3791,2
"(34.1486, -118.3976)",34.1486,-118.3976,3
"(34.1523, -118.3637)",34.1523,-118.3637,3
"(34.1384, -118.358)",34.1384,-118.358,3
"(34.174, -118.381)",34.174,-118.381,1
"(34.1387, -118.3658)",34.1387,-118.3658,5
"(34.1447, -118.4052)",34.1447,-118.4052,36
"(34.2085, -118.3981)",34.2085,-118.3981,5
"(34.1785, -118.3703)",34.1785,-118.3703,4
"(34.2046, -118.4138)",34.2046,-118.4138,14
"(34.1687, -118.3675)",34.1687,-118.3675,1
"(34.1831, -118.3899)",34.1831,-118.3899,1
"(34.1583, -118.3703)",34.1583,-118.3703,4
"(34.1767, -118.3746)",34.1767,-118.3746,3
"(34.1776, -118.3888)",34.1776,-118.3888,2
"(34.167, -118.3774)",34.167,-118.3774,3
"(34.136, -118.3925)",34.136,-118.3925,1
"(34.2067, -118.389)",34.2067,-118.389,1
"(34.194, -118.3911)",34.194,-118.3911,6
"(34.1695, -118.3659)",34.1695,-118.3659,21
"(34.1758, -118.3822)",34.1758,-118.3822,3
"(34.1812, -118.3692)",34.1812,-118.3692,1
"(34.1849, -118.4052)",34.1849,-118.4052,10
"(34.1794, -118.4008)",34.1794,-118.4008,13
"(34.2072, -118.411)",34.2072,-118.411,1
"(34.1504, -118.403)",34.1504,-118.403,5
"(34.1676, -118.3877)",34.1676,-118.3877,9
"(34.1522, -118.3549)",34.1522,-118.3549,1
"(34.1504, -118.3615)",34.1504,-118.3615,11
"(34.218, -118.4155)",34.218,-118.4155,2
"(34.1567, -118.3615)",34.1567,-118.3615,3
"(34.174, -118.3703)",34.174,-118.3703,10
"(34.1959, -118.3932)",34.1959,-118.3932,3
"(34.1558, -118.3921)",34.1558,-118.3921,4
"(34.1794, -118.404)",34.1794,-118.404,5
"(34.2179, -118.4144)",34.2179,-118.4144,4
"(34.2048, -118.3769)",34.2048,-118.3769,3
"(34.2167, -118.4189)",34.2167,-118.4189,4
"(34.1525, -118.3712)",34.1525,-118.3712,11
"(34.1377, -118.4127)",34.1377,-118.4127,3
"(34.1231, -118.3421)",34.1231,-118.3421,9
"(34.1684, -118.4019)",34.1684,-118.4019,18
"(34.1963, -118.3865)",34.1963,-118.3865,1
"(34.1421, -118.3877)",34.1421,-118.3877,1
"(34.2048, -118.4138)",34.2048,-118.4138,5
"(34.1524, -118.3179)",34.1524,-118.3179,15
"(34.1649, -118.3583)",34.1649,-118.3583,1
"(34.1649, -118.3627)",34.1649,-118.3627,1
"(34.2003, -118.4181)",34.2003,-118.4181,4
"(34.1504, -118.3664)",34.1504,-118.3664,3
"(34.1776, -118.3877)",34.1776,-118.3877,2
"(34.1396, -118.3805)",34.1396,-118.3805,8
"(34.1859, -118.4117)",34.1859,-118.4117,2
"(34.1407, -118.3612)",34.1407,-118.3612,8
"(34.1622, -118.3855)",34.1622,-118.3855,1
"(34.1522, -118.3496)",34.1522,-118.3496,6
"(34.1867, -118.3648)",34.1867,-118.3648,7
"(34.194, -118.3681)",34.194,-118.3681,7
"(34.1867, -118.3801)",34.1867,-118.3801,5
"(34.1867, -118.4032)",34.1867,-118.4032,1
"(34.1489, -118.3615)",34.1489,-118.3615,3
"(34.1813, -118.3741)",34.1813,-118.3741,2
"(34.194, -118.367)",34.194,-118.367,9
"(34.1849, -118.3659)",34.1849,-118.3659,1
"(34.1473, -118.3317)",34.1473,-118.3317,14
"(34.1592, -118.3529)",34.1592,-118.3529,2
"(34.1994, -118.3998)",34.1994,-118.3998,1
"(34.1697, -118.379)",34.1697,-118.379,4
"(34.1963, -118.3878)",34.1963,-118.3878,2
"(34.185, -118.3703)",34.185,-118.3703,1
"(34.1513, -118.3703)",34.1513,-118.3703,4
"(34.194, -118.403)",34.194,-118.403,13
"(34.136, -118.3834)",34.136,-118.3834,1
"(34.1704, -118.3943)",34.1704,-118.3943,2
"(34.1271, -118.3467)",34.1271,-118.3467,3
"(34.1921, -118.3921)",34.1921,-118.3921,2
"(34.1794, -118.4073)",34.1794,-118.4073,6
"(34.2012, -118.3845)",34.2012,-118.3845,8
"(34.214, -118.4205)",34.214,-118.4205,1
"(34.164, -118.374)",34.164,-118.374,6
"(34.1372, -118.3929)",34.1372,-118.3929,9
"(34.1595, -118.3593)",34.1595,-118.3593,1
"(34.1649, -118.3604)",34.1649,-118.3604,7
"(34.1422, -118.4007)",34.1422,-118.4007,3
"(34.1385, -118.3652)",34.1385,-118.3652,2
"(34.1382, -118.3602)",34.1382,-118.3602,1
"(34.215, -118.4227)",34.215,-118.4227,1
"(34.1758, -118.3763)",34.1758,-118.3763,11
"(34.1904, -118.4138)",34.1904,-118.4138,16
"(34.1813, -118.3712)",34.1813,-118.3712,3
"(34.154, -118.3527)",34.154,-118.3527,3
"(34.1667, -118.4003)",34.1667,-118.4003,4
"(34.1804, -118.3812)",34.1804,-118.3812,1
"(34.1585, -118.3774)",34.1585,-118.3774,1
"(34.134, -118.352)",34.134,-118.352,1
"(34.2057, -118.3769)",34.2057,-118.3769,2
"(34.1528, -118.3229)",34.1528,-118.3229,14
"(34.1687, -118.3888)",34.1687,-118.3888,1
"(34.1722, -118.3675)",34.1722,-118.3675,3
"(34.1917, -118.4148)",34.1917,-118.4148,1
"(34.17, -118.3646)",34.17,-118.3646,1
"(34.1399, -118.3836)",34.1399,-118.3836,1
"(34.166, -118.3724)",34.166,-118.3724,7
"(34.163, -118.3746)",34.163,-118.3746,9
"(34.1903, -118.3921)",34.1903,-118.3921,4
"(34.1493, -118.4138)",34.1493,-118.4138,9
"(34.1468, -118.3636)",34.1468,-118.3636,6
"(34.1811, -118.3615)",34.1811,-118.3615,2
"(34.1722, -118.3626)",34.1722,-118.3626,7
"(34.1337, -118.3632)",34.1337,-118.3632,2
"(34.1681, -118.3703)",34.1681,-118.3703,8
"(34.164, -118.3746)",34.164,-118.3746,1
"(34.17, -118.3783)",34.17,-118.3783,2
"(34.1869, -118.4118)",34.1869,-118.4118,6
"(34.1722, -118.3638)",34.1722,-118.3638,2
"(34.1577, -118.3681)",34.1577,-118.3681,2
"(34.1903, -118.3648)",34.1903,-118.3648,1
"(34.1566, -118.4052)",34.1566,-118.4052,3
"(34.1579, -118.3703)",34.1579,-118.3703,2
"(34.2092, -118.4144)",34.2092,-118.4144,1
"(34.1722, -118.4134)",34.1722,-118.4134,2
"(34.1794, -118.3822)",34.1794,-118.3822,5
"(34.2067, -118.3943)",34.2067,-118.3943,1
"(34.1504, -118.415)",34.1504,-118.415,2
"(34.1722, -118.3691)",34.1722,-118.3691,5
"(34.2067, -118.3747)",34.2067,-118.3747,1
"(34.1794, -118.3812)",34.1794,-118.3812,11
"(34.1885, -118.416)",34.1885,-118.416,1
"(34.1831, -118.4105)",34.1831,-118.4105,2
"(34.1804, -118.4094)",34.1804,-118.4094,3
"(34.1985, -118.3965)",34.1985,-118.3965,8
"(34.1684, -118.3703)",34.1684,-118.3703,8
"(34.1794, -118.3769)",34.1794,-118.3769,4
"(34.1522, -118.3631)",34.1522,-118.3631,2
"(34.1937, -118.3748)",34.1937,-118.3748,5
"(34.17, -118.3777)",34.17,-118.3777,8
"(34.1994, -118.4062)",34.1994,-118.4062,1
"(34.1318, -118.3445)",34.1318,-118.3445,4
"(34.1976, -118.39)",34.1976,-118.39,4
"(34.2081, -118.4002)",34.2081,-118.4002,1
"(34.1504, -118.4225)",34.1504,-118.4225,5
"(34.1522, -118.356)",34.1522,-118.356,3
"(34.1365, -118.3662)",34.1365,-118.3662,3
"(34.2048, -118.3638)",34.2048,-118.3638,3
"(34.1564, -118.3998)",34.1564,-118.3998,11
"(34.1265, -118.3721)",34.1265,-118.3721,1
"(34.1594, -118.4052)",34.1594,-118.4052,5
"(34.1599, -118.3659)",34.1599,-118.3659,2
"(34.1867, -118.3758)",34.1867,-118.3758,2
"(34.1504, -118.3855)",34.1504,-118.3855,5
"(34.2049, -118.3834)",34.2049,-118.3834,3
"(34.163, -118.374)",34.163,-118.374,1
"(34.1885, -118.3954)",34.1885,-118.3954,2
"(34.1585, -118.4008)",34.1585,-118.4008,2
"(34.2173, -118.4189)",34.2173,-118.4189,1
"(34.1577, -118.3771)",34.1577,-118.3771,2
"(34.1867, -118.3692)",34.1867,-118.3692,4
"(34.1649, -118.3648)",34.1649,-118.3648,1
"(34.1684, -118.3855)",34.1684,-118.3855,4
"(34.1849, -118.379)",34.1849,-118.379,3
"(34.1649, -118.4003)",34.1649,-118.4003,4
"(34.1794, -118.3588)",34.1794,-118.3588,3
"(34.1577, -118.3691)",34.1577,-118.3691,6
"(34.1909, -118.3654)",34.1909,-118.3654,5
"(34.194, -118.4225)",34.194,-118.4225,6
"(34.1959, -118.4225)",34.1959,-118.4225,2
"(34.1867, -118.3728)",34.1867,-118.3728,1
"(34.1903, -118.3834)",34.1903,-118.3834,1
"(34.1994, -118.4052)",34.1994,-118.4052,7
"(34.2181, -118.4189)",34.2181,-118.4189,5
"(34.1336, -118.3619)",34.1336,-118.3619,1
"(34.2085, -118.3845)",34.2085,-118.3845,4
"(34.1367, -118.3809)",34.1367,-118.3809,1
"(34.1867, -118.4015)",34.1867,-118.4015,10
"(34.2158, -118.413)",34.2158,-118.413,14
"(34.1958, -118.4094)",34.1958,-118.4094,7
"(34.1631, -118.3593)",34.1631,-118.3593,2
"(34.16, -118.3704)",34.16,-118.3704,9
"(34.1722, -118.3583)",34.1722,-118.3583,2
"(34.2085, -118.3632)",34.2085,-118.3632,3
"(34.145, -118.3779)",34.145,-118.3779,1
"(34.163, -118.3774)",34.163,-118.3774,6
"(34.1886, -118.379)",34.1886,-118.379,5
"(34.1296, -118.3884)",34.1296,-118.3884,1
"(34.1365, -118.4123)",34.1365,-118.4123,1
"(34.1322, -118.3564)",34.1322,-118.3564,2
"(34.1609, -118.3704)",34.1609,-118.3704,1
"(34.1382, -118.3857)",34.1382,-118.3857,1
"(34.1776, -118.3844)",34.1776,-118.3844,4
"(34.1687, -118.3866)",34.1687,-118.3866,2
"(34.1785, -118.3746)",34.1785,-118.3746,3
"(34.1522, -118.403)",34.1522,-118.403,2
"(34.154, -118.3615)",34.154,-118.3615,2
"(34.1576, -118.4008)",34.1576,-118.4008,2
"(34.2026, -118.4247)",34.2026,-118.4247,4
"(34.1704, -118.3921)",34.1704,-118.3921,2
"(34.1649, -118.3664)",34.1649,-118.3664,18
"(34.1976, -118.3943)",34.1976,-118.3943,3
"(34.1514, -118.3712)",34.1514,-118.3712,1
"(34.145, -118.3706)",34.145,-118.3706,4
"(34.1722, -118.3594)",34.1722,-118.3594,4
"(34.2048, -118.3911)",34.2048,-118.3911,3
"(34.1758, -118.3634)",34.1758,-118.3634,1
"(34.1486, -118.4052)",34.1486,-118.4052,4
"(34.1849, -118.3921)",34.1849,-118.3921,4
"(34.1595, -118.39)",34.1595,-118.39,1
"(34.2159, -118.4189)",34.2159,-118.4189,4
"(34.1727, -118.3578)",34.1727,-118.3578,2
"(34.1922, -118.3801)",34.1922,-118.3801,4
"(34.1976, -118.3932)",34.1976,-118.3932,5
"(34.1613, -118.3627)",34.1613,-118.3627,1
"(34.1479, -118.348)",34.1479,-118.348,1
"(34.1283, -118.3531)",34.1283,-118.3531,1
"(34.1774, -118.4031)",34.1774,-118.4031,1
"(34.135, -118.3612)",34.135,-118.3612,4
"(34.1849, -118.3954)",34.1849,-118.3954,1
"(34.2128, -118.4179)",34.2128,-118.4179,2
"(34.1831, -118.4073)",34.1831,-118.4073,1
"(34.1435, -118.4009)",34.1435,-118.4009,3
"(34.128, -118.3467)",34.128,-118.3467,5
"(34.1347, -118.3427)",34.1347,-118.3427,1
"(34.1758, -118.3711)",34.1758,-118.3711,2
"(34.1785, -118.373)",34.1785,-118.373,2
"(34.1464, -118.3963)",34.1464,-118.3963,6
"(34.1402, -118.3774)",34.1402,-118.3774,6
"(34.1591, -118.3774)",34.1591,-118.3774,1
"(34.129, -118.407)",34.129,-118.407,1
"(34.1577, -118.3812)",34.1577,-118.3812,3
"(34.174, -118.3778)",34.174,-118.3778,5
"(34.174, -118.3834)",34.174,-118.3834,4
"(34.2026, -118.4263)",34.2026,-118.4263,1
"(34.1813, -118.3832)",34.1813,-118.3832,1
"(34.1885, -118.3921)",34.1885,-118.3921,3
"(34.1577, -118.3571)",34.1577,-118.3571,12
"(34.1613, -118.3877)",34.1613,-118.3877,3
"(34.2106, -118.4105)",34.2106,-118.4105,2
"(34.1622, -118.3965)",34.1622,-118.3965,2
"(34.204, -118.421)",34.204,-118.421,2
"(34.1896, -118.4148)",34.1896,-118.4148,1
"(34.2138, -118.4119)",34.2138,-118.4119,2
"(34.2048, -118.3725)",34.2048,-118.3725,3
"(34.2067, -118.3834)",34.2067,-118.3834,4
"(34.1831, -118.4094)",34.1831,-118.4094,5
"(34.2012, -118.3965)",34.2012,-118.3965,5
"(34.2087, -118.4247)",34.2087,-118.4247,10
"(34.1566, -118.3706)",34.1566,-118.3706,2
"(34.158, -118.3527)",34.158,-118.3527,4
"(34.1419, -118.4116)",34.1419,-118.4116,1
"(34.1609, -118.3659)",34.1609,-118.3659,1
"(34.1921, -118.3932)",34.1921,-118.3932,2
"(34.2022, -118.3747)",34.2022,-118.3747,2
"(34.1684, -118.4052)",34.1684,-118.4052,10
"(34.1687, -118.3992)",34.1687,-118.3992,1
"(34.1794, -118.3899)",34.1794,-118.3899,1
"(34.1849, -118.3823)",34.1849,-118.3823,2
"(34.194, -118.3855)",34.194,-118.3855,4
"(34.2121, -118.4221)",34.2121,-118.4221,2
"(34.1604, -118.3877)",34.1604,-118.3877,2
"(34.145, -118.379)",34.145,-118.379,4
"(34.1976, -118.399)",34.1976,-118.399,1
"(34.1474, -118.3703)",34.1474,-118.3703,4
"(34.2085, -118.3921)",34.2085,-118.3921,2
"(34.1522, -118.3889)",34.1522,-118.3889,2
"(34.1352, -118.3423)",34.1352,-118.3423,1
"(34.1919, -118.3746)",34.1919,-118.3746,1
